namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Blixbo hundcenter,Blixbo hundcenter,Sundborn,Dalarnas län,hanna@blixbohundcenter.se,http://www.blixbohundcenter.se,https://www.facebook.com/hannahammare,google_maps,skickat,2026-04-01,06:54
Vällhaga Gård,Vällhaga Gård,Falun,Dalarnas län,,https://www.vallhagagard.se,,google_maps,,,
4hundra tassar,4hundra tassar,Borlänge,Dalarnas län,info.4hundratassar@gmail.com,http://www.4hundratassar.se,https://www.facebook.com/4hundratassar,google_maps,skickat,2026-04-01,06:54
Hundliv Borlänge AB,Hundliv Borlänge,Borlänge,Dalarnas län,,https://swenavi.org/details/hundliv-borlnge-ab-elin-raninen-ChIJAQA,,google_maps,,,
Rosa Tassen,Rosa Tassen,Borlänge,Dalarnas län,,http://rosatassen.se,,google_maps,,,
SittFint,SittFint,Borlänge,Dalarnas län,elin@sittfint.nu,http://sittfint.nu,https://facebook.com/sittfint1,google_maps,skickat,2026-04-01,06:54
Lovisas hundcenter,Lovisas hundcenter,Borlänge,Dalarnas län,,https://facebook.com/lovisashundcenter,,google_maps,,,
Borlänge Hundrastgård,Borlänge Hundrastgård,Borlänge,Dalarnas län,kommun@borlange.se,https://www.borlange.se/bygga-bo-och-miljo/djur/hund,https://www.facebook.com/borlangekommun,google_maps,,,
Dala Hundrastning & Hundhotell,Dala Hundrastning,Hedemora,Dalarnas län,dalahundhotell@gmail.com,https://www.dalahundrastning.se,https://www.facebook.com/dalahundhotell,google_maps,skickat,2026-04-01,06:58
Meadow Lane's Kennel,Meadow Lane's,Borlänge,Dalarnas län,,https://swemaps.org/details/meadow-lanes-kennel-ChIJ9Se,,google_maps,,,
FUXENS KENNEL,FUXENS,Borlänge,Dalarnas län,info@fuxen.se,http://www.fuxen.se,,google_maps,,,
Matematikens kennel,Matematikens,Borlänge,Dalarnas län,,,,google_maps,,,
Dala Hundservice AB,Dala Hundservice,Borlänge,Dalarnas län,,http://www.dalahundservice.se,,google_maps,,,
Hundsalongen Borlänge,Hundsalongen Borlänge,Borlänge,Dalarnas län,,https://hundsalongenborlange.se,,google_maps,,,
Kalmar Hunddagis,Kalmar,Kalmar,Kalmar län,kalmarhunddagis@gmail.com,http://www.kalmarhunddagis.se,,google_maps,skickat,2026-04-01,06:58
Care4dogs,Care4dogs,Kalmar,Kalmar län,info@c4dogs.se,http://c4dogs.se,https://www.facebook.com/Care4Dogs-362654187402164,google_maps,skickat,2026-04-01,06:58
MerryMac Hund- o. kattpensionat,MerryMac Hund- o. kattpensionat,Kalmar,Kalmar län,merrymac315@gmail.com,http://www.merrymac.se,,google_maps,skickat,2026-04-01,06:58
Kalmar Hundservice,Kalmar Hundservice,Kalmar,Kalmar län,,,,google_maps,,,
Kalmar Öland Smådjurspensionat - Personligt djurhotell i hemmiljö,Kalmar Öland Smådjurspensionat - Personligt i hemmiljö,Kalmar,Kalmar län,,,,google_maps,,,
Lincoln's hunddagis AB Öjaby,Lincoln's Öjaby,Växjö,Kronobergs län,,https://lincolnshunddagiss.wixsite.com/lincoln,,google_maps,,,
Lincoln's Hunddagis AB Norremark,Lincoln's Norremark,Växjö,Kronobergs län,,https://lincolnshunddagiss.wixsite.com/lincoln,,google_maps,,,
Atrium Fidos hunddagis,Atrium Fidos,Torpet London,Kronobergs län,,,,google_maps,,,
Hagen,Hagen,Växjö,Kronobergs län,,,,google_maps,,,
Torsagården hundpensionat,Torsagården,Åryd,Kronobergs län,,,,google_maps,,,
Furuby Hundcenter AB Christel Holm,Furuby Hundcenter Christel Holm,Furuby,Kronobergs län,cs.hundcenter@gmail.com,http://www.furubyhundcenter.se,https://facebook.com/cs.hundcenter,google_maps,skickat,2026-04-01,07:02
Catjas Hundhälsa,Catjas Hundhälsa,Rottne,Kronobergs län,info@catjashundhalsa.se,http://catjashundhalsa.se,,google_maps,skickat,2026-04-01,07:02
Villtofta Hundgård,Villtofta Hundgård,Vederslöv,Kronobergs län,sandra@villtoftahundgard.se,http://www.villtoftahundgard.se,https://www.facebook.com/Villtoftahundgard,google_maps,skickat,2026-04-01,07:02
Växjö Kattpensionat,Växjö Kattpensionat,Växjö,Kronobergs län,rebecca@vaxjokattpensionat.se,http://www.vaxjokattpensionat.se,https://facebook.com/vaxjokattpensionat,google_maps,,,
Kennel Chanco,Kennel Chanco,Åäng,Kronobergs län,info@kennelchanco.se,http://www.kennelchanco.se,http://www.facebook.com/pages/Kennel-Chanco/462462163816759,google_maps,,,
Voff Hundcentrum,Voff Hundcentrum,Värends Nöbbele,Kronobergs län,info@voffhundcentrum.se,https://ancilla6.wixsite.com/voffhundcentrum/hundpensionat,http://www.facebook.com/wix,google_maps,skickat,2026-04-01,07:02
CSiGORAs Hundcenter,CSiGORAs Hundcenter,Lammhult,Kronobergs län,info@csigora.com,http://www.csigora.com,https://facebook.com/csigora,google_maps,skickat,2026-04-01,07:06
Som Hund & Katt Växjö,Som Hund & Katt Växjö,Växjö,Kronobergs län,info@somhundokattvaxjo.se,http://www.somhundokattvaxjo.se,https://www.facebook.com/somhundokatt,google_maps,skickat,2026-04-01,07:06
Dogman and friends,Dogman and friends,Växjö,Kronobergs län,,https://dogman.se/store-detail/dogman-and-friends-vaxjo-vasterport,https://www.facebook.com/dogmanvaxjo,google_maps,,,
"Elite Stadshotellet, Växjö","Elite Stadshotellet, Växjö",Växjö,Kronobergs län,info.vaxjo@elite.se,https://www.elite.se/hotell/vaxjo/elite-stadshotellet-vaxjo,https://www.facebook.com/elitehotels.se,google_maps,,,
Clarion Collection Hotel Cardinal,Clarion Collection Hotel Cardinal,Växjö,Kronobergs län,home.cardinal@strawberry.se,https://www.strawberry.se/hotell/sverige/vaxjo/home-hotel-cardinal,https://www.facebook.com/strawberryhotels,google_maps,,,
Ekespångs Kennel,Ekespångs,Hamneda,Kronobergs län,susanne@ekespangskennel.se,http://www.ekespangskennel.se,,google_maps,,,
Östersunds Hundforum AB - Hunddagis & Kloklippning Östersund,Östersunds Hundforum - Hunddagis & Kloklippning Östersund,Östersund,Jämtlands län,info@osdhundforum.com,https://www.osdhundforum.com,https://www.facebook.com/profile.php,google_maps,skickat,2026-04-01,07:06
Bakom Berget - Hundpensionat Jämtland,Bakom Berget - Jämtland,Brunflo,Jämtlands län,,https://bakomberget.se,https://www.facebook.com/bakomberget/about,google_maps,,,
Hunddagis HUNDra procent,Hunddagis HUNDra procent,Ås,Jämtlands län,hundraprocent@fristadentreprenad.se,https://hunddagishundraprocent.webnode.se,,google_maps,skickat,2026-04-01,07:06
Pawster mobilt hunddagis,Pawster mobilt,Östersund,Jämtlands län,,,,google_maps,,,
Bergsängarnas Hundpensionat och Kattpensionat,Bergsängarnas Hundpensionat och Kattpensionat,Skellefteå,Västerbottens län,anettemckie@gmail.com,http://www.hundpensionat.eu,https://www.facebook.com/bergsangarnashundpensionat,google_maps,skickat,2026-04-01,07:10
TryggaHundar Skellefteå,TryggaHundar Skellefteå,Skellefteå,Västerbottens län,info@tryggahundarskelleftea.se,https://www.tryggahundarskelleftea.se,https://facebook.com/tryggahundarskelleftea,google_maps,skickat,2026-04-01,07:10
Skellefteå Paws,Skellefteå Paws,Skellefteå,Västerbottens län,,https://swedmapi.org/details/skellefte-paws-ChIJHcc,,google_maps,,,
Änglahundar Och Häxkatter,Änglahundar Och Häxkatter,Härnösand,Västernorrlands län,,https://www.facebook.com/%C3%84nglahundar-H%C3%A4xkatter-248702091882657,,google_maps,,,
AMNIS HUNDHUS Härnösand,AMNIS HUNDHUS Härnösand,Härnösand,Västernorrlands län,sodraberget@amnishundhus.se,https://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,skickat,2026-04-01,07:10
Hundkojans dagis och pensionat,Hundkojans dagis och pensionat,Älandsbro,Västernorrlands län,svedje@telia.com,http://www.hundkojan.net,http://www.facebook.com/Hundkojan-247292018755417,google_maps,skickat,2026-04-01,07:10
Gårdsbackens Hundcenter,Gårdsbackens Hundcenter,Örnsköldsvik,Västernorrlands län,gardsbacken@telia.com,http://gardsbacken.se,https://www.facebook.com/Gardsbacken,google_maps,skickat,2026-04-01,07:14
S,S,Örnsköldsvik,Västernorrlands län,,,,google_maps,,,
Bettans Hundpensionat,Bettans,Bjästa,Västernorrlands län,,,,google_maps,,,
Lomsjögården,Lomsjögården,Örnsköldsvik,Västernorrlands län,,http://www.lomsjogarden.com,,google_maps,,,
Flatham´s Kennel,Flatham's,Piteå,Norrbottens län,flathams@telia.com,http://www.flathams.com/kontakt.htm,,google_maps,,,
Hundvis Dagis & Skola,Hundvis Dagis & Skola,Piteå,Norrbottens län,info@hundvis.se,https://www.hundvis.se,http://www.facebook.com/Hundvis-Hundskola-133525296694179,google_maps,,,
Kennel Odd Polly,Kennel Odd Polly,Piteå,Norrbottens län,,,,google_maps,,,
Kennel Bennstaff,Kennel Bennstaff,Öjebyn,Norrbottens län,,,,google_maps,,,
Trygga Tassar,Trygga Tassar,Norrtälje,Stockholms län,,,,google_maps,,,
Penningby hunddagis & hotell,Penningby hunddagis & hotell,Norrtälje,Stockholms län,penningbyhund@hotmail.com,http://www.penningbyhund.se,,google_maps,skickat,2026-04-01,07:14
Sigtuna Hundhus,Sigtuna Hundhus,Sigtuna,Stockholms län,cissi@sigtunahundhus.se,http://sigtunahundhus.se,,google_maps,skickat,2026-04-01,07:14
Hundraprocenthund - Hundkurser,Hundraprocenthund - Hundkurser,Sigtuna,Stockholms län,info@hundraprocenthund.se,http://www.hundraprocenthund.se,https://www.facebook.com/hundraprocenthund,google_maps,,,
"Vital Hund, hundfysioterapeut","Vital Hund, hundfysioterapeut",Märsta,Stockholms län,,http://vitalhund.se,,google_maps,,,
Vita husets hundpensionat,Vita huset,Märsta,Stockholms län,,http://www.vitahusets.se,https://www.facebook.com/Vitahusetshundochkattpensionat,google_maps,,,
Touch The Stars,Touch The Stars,Rosersberg,Stockholms län,cecilia@touchthestars.se,https://touchthestars.se,https://www.facebook.com/touchthestarskennel,google_maps,,,
Skråmstas kennel,Skråmstas,Sigtuna,Stockholms län,,,,google_maps,,,
Hund och Kattpensionat Vallaren HB,Hund och Kattpensionat Vallaren HB,Vallentuna,Stockholms län,,,,google_maps,,,
Västergården AB,Västergården,Vallentuna,Stockholms län,,https://www.vastergardens-hundcenter.se,,google_maps,,,
Hunddagis Tusen Tassar,Hunddagis Tusen Tassar,Upplands Väsby,Stockholms län,info@tusentassar.se,http://tusentassar.se,,google_maps,skickat,2026-04-01,07:14
Acquilas Hunddagis,Acquilas,Kungsängen,Stockholms län,,http://www.hunddagis.nu,,google_maps,,,
Selmas Hundcenter,Selmas Hundcenter,Åkersberga,Stockholms län,info@selmashundcenter.se,http://www.selmashundcenter.se,https://facebook.com/selmashundcenter,google_maps,skickat,2026-04-01,07:18
Sannas hundpensionat,Sannas,Ljungbyhed,Stockholms län,sannahundpensionat@gmail.com,https://www.sannashundpensionat.se,,google_maps,skickat,2026-04-01,07:18
Stockholms Hundsportcentrum AB,Stockholms Hundsportcentrum,Upplands Väsby,Stockholms län,info@stockholmshundsportcentrum.se,http://stockholmshundsportcentrum.se,https://www.facebook.com/stockholmshundsportcentrum,google_maps,,,
Hundrastgård,Hundrastgård,Upplands Väsby,Stockholms län,,,,google_maps,,,
Barkedahlshundcenter,Barkedahlshundcenter,Upplands Väsby,Stockholms län,,http://barkedahlshundcenter.se,,google_maps,,,
Skogsdungens hunddagis tyresö,Skogsdungens tyresö,Tyresö,Stockholms län,info@skogsdungenshunddagis.com,http://xn--skogsdungenshunddagistyres-1vc.se,,google_maps,skickat,2026-04-01,07:18
Tyresö Hunddagis,Tyresö,Tyresö,Stockholms län,,https://www.hunddagistyreso.se,,google_maps,,,
Hundblick,Hundblick,Tyresö,Stockholms län,hundblick@mail.com,https://www.hundblick.se,http://www.facebook.com/HundBlick-318593148159349,google_maps,skickat,2026-04-01,07:18
Ego Dog.s Family and Friends,Ego Dog.s Family and Friends,Tyresö,Stockholms län,familyandfriends@egodogs.se,https://familyandfriends.egodogs.se,,google_maps,skickat,2026-04-01,07:22
Tassa Tryggt AB,Tassa Tryggt,Älta,Stockholms län,hunddagis@tassatryggt.se,https://www.tassatryggt.se,https://www.facebook.com/maggiesfarm.hunddagis/photos,google_maps,skickat,2026-04-01,07:22
Guldhunden,Guldhunden,Skogås,Stockholms län,asa.guldhunden@live.se,http://www.guldhunden.se,http://www.facebook.com/guldhunden,google_maps,skickat,2026-04-01,07:22
Dog Valley Hunddagis,Dog Valley,Tyresö,Stockholms län,,,,google_maps,,,
Canopus Hundcenter,Canopus Hundcenter,Gustavsberg,Stockholms län,kontakt@canopushundcenter.se,http://canopushundcenter.se,https://www.facebook.com/canopushundcenter,google_maps,skickat,2026-04-01,07:22
RMS Hundcenter AB,RMS Hundcenter,Åkersberga,Stockholms län,,https://rmshundcenter.se,https://www.facebook.com/rmshundcenter,google_maps,,,
Ninas vovvar,Ninas vovvar,Åkersberga,Stockholms län,info@ninasvovvar.se,http://www.ninasvovvar.se,https://www.facebook.com/ninasvovvar,google_maps,skickat,2026-04-01,07:26
Åkersberga Hundcenter,Åkersberga Hundcenter,Åkersberga,Stockholms län,,,,google_maps,,,
Hannas Hundlycka,Hannas Hundlycka,Åkersberga,Stockholms län,ladanshundtraning@gmail.com,http://www.hannashundlycka.se,https://facebook.com/search/top,google_maps,skickat,2026-04-01,07:26
Boda Djurcenter,Boda Djurcenter,Åkersberga,Stockholms län,,,,google_maps,,,
Vaxholms hundpensionat,Vaxholms,Vaxholm,Stockholms län,johanna@rudemyr.se,http://www.vaxholmshundpensionat.se,,google_maps,skickat,2026-04-01,07:26
Kennel Itanema,Kennel Itanema,Åkersberga,Stockholms län,therese@itanema.se,https://www.itanema.se,,google_maps,,,
Kennel Carhartt,Kennel Carhartt,Åkersberga,Stockholms län,,https://www.facebook.com/kennelcarhartt,,google_maps,,,
ENA Hundcenter,ENA Hundcenter,Enköping,Uppsala län,enahundcenter@hotmail.com,http://enahundcenter.se,https://www.facebook.com/enahundcenterenkoping,google_maps,,,
Apans Hundpensionat,Apans,Enköping,Uppsala län,,,,google_maps,,,
Pyttelitet Pensionat,Pyttelitet Pensionat,Enköping,Uppsala län,info@anatom.nu,http://www.anatom.nu/hundpensionat,https://www.facebook.com/anatomrehab,google_maps,skickat,2026-04-01,07:26
Härkeberga Hund- & Katthotell,Härkeberga Hund- & Katthotell,Enköping,Uppsala län,kontakt@harkebergahundhotell.se,https://www.harkebergahundhotell.se,https://www.facebook.com/harkebergahundhotell,google_maps,skickat,2026-04-01,07:30
Anatom Hundrehab,Anatom Hundrehab,Enköping,Uppsala län,info@anatom.nu,https://www.anatom.nu,https://www.facebook.com/anatomrehab,google_maps,skickat,2026-04-01,07:30
Becketorp Hunddagis & Pensionat,Becketorp Hunddagis & Pensionat,Nyköping,Södermanlands län,,http://www.becketorp.se,,google_maps,,,
Starx AB Hundcenter,Starx Hundcenter,Nyköping,Södermanlands län,starx.hc@gmail.com,http://starxhundcenter.se,https://www.facebook.com/people/Starx-Hundcenter/61562509627898,google_maps,skickat,2026-04-01,07:30
Jojna,Jojna,Stockholm,Södermanlands län,support@jojna.com,https://jojna.com,https://www.facebook.com/jojnaapp,google_maps,,,
Sättertorps Hundpensionat,Sättertorps,Nyköping,Södermanlands län,info@sattertorp.se,http://www.sattertorp.se,,google_maps,,,
Trapp Hundcoach,Trapp Hundcoach,Nyköping,Södermanlands län,caniscoach@gmail.com,http://www.caniscoach.se,,google_maps,,,
Nyköpings Hundrastgård,Nyköpings Hundrastgård,Nyköping,Södermanlands län,tekniska.divisionen@nykoping.se,https://www.nykoping.se/uppleva--gora/idrott-motion-och-friluftsliv/hundrastgard,https://www.facebook.com/nykopingskommun,google_maps,,,
Irish Sunbeams,Irish Sunbeams,Nyköping,Södermanlands län,,https://www.instagram.com/elinsundqvisttt,,google_maps,,,
Lillemans Hundcenter HB,Lillemans Hundcenter HB,Nyköping,Södermanlands län,,,,google_maps,,,
Nyköpings hunddagis,Nyköpings,Nyköping,Södermanlands län,,,,google_maps,,,
Heta Hundars Hunddagis HB,Heta Hundars HB,Katrineholm,Södermanlands län,,,,google_maps,,,
Happy Tails Hunddagis,Happy Tails,Katrineholm,Södermanlands län,happytails.hunddagis@gmail.com,http://happytailshunddagis.se,,google_maps,skickat,2026-04-01,07:30
Cösters Hunddagis AB,Cösters,Katrineholm,Södermanlands län,,,,google_maps,,,
Grevens Hunddagis,Grevens,Katrineholm,Södermanlands län,grevenshunddagis@hotmail.com,https://grevens-hunddagis-katrineholm.webnode.se,https://www.facebook.com/GrevensHunddagisKatrineholm,google_maps,skickat,2026-04-01,07:34
TPs Hundbutik 2.0 i Katrineholm,TPs Hundbutik 2.0 i Katrineholm,Katrineholm,Södermanlands län,tpshundbutik@hotmail.se,http://tpshundbutik.se,,google_maps,,,
Kennel Fornix,Kennel Fornix,Katrineholm,Södermanlands län,,,,google_maps,,,
Ingela och Griffisarna,Ingela och Griffisarna,Katrineholm,Södermanlands län,,http://www.ingelaochgriffisarna.se,https://www.facebook.com/profile.php,google_maps,,,
Solens Lyckotassar,Solens Lyckotassar,Strängnäs,Södermanlands län,info@solenslyckotassar.se,http://www.solenslyckotassar.se,https://www.facebook.com/solenslyckotassar,google_maps,skickat,2026-04-01,07:34
Strängnäs Hundvård & Hundpensionat,Strängnäs Hundvård,Strängnäs,Södermanlands län,,,,google_maps,,,
Askegårdens Hunddagis,Askegården,Vadstena,Östergötlands län,askegardens@gmail.com,http://www.aghf.se,https://www.facebook.com/askegardenshunddagis,google_maps,skickat,2026-04-01,07:34
Normlösa lyckevallen hundpensionat,Normlösa lyckevallen,Skänninge,Östergötlands län,,http://mixalex.com,https://www.facebook.com/profile.php,google_maps,,,
Hundiagården,Hundiagården,Motala,Östergötlands län,info@hundia.se,http://www.hundia.se,https://www.facebook.com/HUNDIAhundskola,google_maps,skickat,2026-04-01,07:34
Motala Hundrastgård,Motala Hundrastgård,Motala,Östergötlands län,,,,google_maps,,,
Hundhuset Ekenäs,Hundhuset Ekenäs,Borensberg,Östergötlands län,oakshoots@telia.com,http://www.oakshoots.se,https://sv-se.facebook.com/HundhusetEkenas,google_maps,,,
Motala Hundsällskap,Motala Hundsällskap,Motala,Östergötlands län,hundsallskapet@gmail.com,http://www.hundsallskapet.se,,google_maps,,,
Kennel Happy Queens,Kennel Happy Queens,Motala,Östergötlands län,,http://www.kennelhappyqueens.com,,google_maps,,,
Netascavalier,Netascavalier,Motala,Östergötlands län,netascavalier@yahoo.se,http://www.netascavalier.se/index.php/kontakta-oss,,google_maps,,,
Kennel Stenseiten,Kennel Stenseiten,Motala,Östergötlands län,lapphund@stenseiten.se,http://www.stenseiten.se,,google_maps,,,
Rosettasweets Kennel,Rosettasweets,Motala,Östergötlands län,,,,google_maps,,,
Hundhamn,Hundhamn,Mjölby,Östergötlands län,,http://www.hundhamn.se,,google_maps,,,
Motala Brukshundklubb,Motala Brukshundklubb,Motala,Östergötlands län,,http://www.motalabrukshundklubb.se,,google_maps,,,
Finspångs Hundpark,Finspångs Hundpark,Finspång,Östergötlands län,kommun@finspang.se,https://finspang.se/kulturochfritid/idrottmotionochfriluftsliv/spontanindrott/hundpark.4.5b01cf371748b406efbbbc1.html,https://www.facebook.com/finspangskommun,google_maps,,,
Husses Kennel,Husses,Finspång,Östergötlands län,,http://husses.se,,google_maps,,,
Bernervillans Kennel,Bernervillans,Finspång,Östergötlands län,,http://www.bernervillan.se,,google_maps,,,
Nöbbele hundpensionat I Värnamo,Nöbbele I Värnamo,Värnamo,Jönköpings län,bokning@nobbelehundpensionat.se,https://www.nobbelehundpensionat.se,,google_maps,skickat,2026-04-01,07:38
Hunden på Lunden,Hunden på Lunden,Värnamo,Jönköpings län,,https://hundpensionat-varnamo.se,,google_maps,,,
Mölleskog kennel,Mölleskog,Fryele,Jönköpings län,molleskogs@hotmail.com,http://www.molleskogskennel.se,,google_maps,,,
Chapong´s Kennel,Chapong's,Värnamo,Jönköpings län,,,,google_maps,,,
Värnamo Brukshundsklubb,Värnamo Brukshundsklubb,Värnamo,Jönköpings län,,https://swenavi.org/details/vrnamo-brukshundsklubb-ChIJLR7,,google_maps,,,
Kennel Nobis,Kennel Nobis,Värnamo,Jönköpings län,,https://naviswbusiness.org/details/kennel-nobis-ChIJAQA,,google_maps,,,
Nässjö kommun Hunddagis,Nässjö kommun,Nässjö,Jönköpings län,,,,google_maps,,,
Brittalisas Hunddagis,Brittalisas,Vetlanda,Jönköpings län,info@brittalisashunddagis.se,http://www.brittalisashunddagis.se,https://www.facebook.com/pages/BrittaLisas-Hunddagis/699717580096520,google_maps,skickat,2026-04-01,07:38
Amis hunddagis och pensionat,Amis hunddagis och pensionat,Vetlanda,Jönköpings län,,,,google_maps,,,
Hunddagiset Tassen I Tranås,Hunddagiset Tassen I Tranås,Tranås,Jönköpings län,,,,google_maps,,,
Ljungby Hunddagis,Ljungby,Ljungby,Kronobergs län,,,,google_maps,,,
Ljungby Hundhälsa,Ljungby Hundhälsa,Ljungby,Kronobergs län,kontakt@ljungbyhundhalsa.se,http://www.ljungbyhundhalsa.se,https://www.facebook.com/ljungbyhundhalsa,google_maps,,,
Petite,Petite,Östra Ljungby,Kronobergs län,,,,google_maps,,,
Donnes Hundtjänst,Donnes Hundtjänst,Ljungby,Kronobergs län,,http://www.donnes.se,https://www.facebook.com/donneshund,google_maps,,,
Hjortagården,Hjortagården,Munka-Ljungby,Kronobergs län,amalia@mednaturen.com,http://www.mednaturen.com,,google_maps,,,
Eskilsgårds Kennel,Eskilsgårds,Hamneda,Kronobergs län,,,,google_maps,,,
Ljungby Hundklubb,Ljungby Hundklubb,Ljungby,Kronobergs län,,http://www.ljungbyhundklubb.com,https://www.facebook.com/ljungbyhundklubb,google_maps,,,
Fröken Agnes Kattpensionat,Fröken Agnes Kattpensionat,Munka-Ljungby,Kronobergs län,info@frokenagnes.se,http://frokenagnes.se,https://www.facebook.com/frokenagneskattpensionat,google_maps,,,
Jennies hundsalong,Jennies hundsalong,Ljungby,Kronobergs län,jennieshundsalong@gmail.com,http://www.jennieshundsalong.com,https://www.facebook.com/Jennies-Hundsalong-110065001426928,google_maps,,,
Axtorps Hundskola,Axtorps Hundskola,Munka-Ljungby,Kronobergs län,hillevi@axtorpshundskola.se,http://www.axtorpshundskola.se,https://www.facebook.com/axtorpshundskola,google_maps,,,
KLICKA HUNDEN - Hunddagis,KLICKA HUNDEN,Karlskrona,Blekinge län,klickahunden@gmail.com,https://klickahunden.se,https://www.facebook.com/klickahunden,google_maps,skickat,2026-04-01,07:38
Hundkojan,Hundkojan,Karlskrona,Blekinge län,hundkojankarlskrona@gmail.com,https://hundkojankarlskrona.se,https://www.facebook.com/hundkojan,google_maps,skickat,2026-04-01,08:06
Grönadals hunddagis,Grönadals,Nättraby,Blekinge län,gronadalshunddagis@outlook.com,https://www.hunddagisnattraby.se,https://www.facebook.com/Gronadalshunddagis,google_maps,skickat,2026-04-01,07:42
Karlskrona hunddagis,Karlskrona,Karlskrona,Blekinge län,,,,google_maps,,,
Askegårdens Djurservice,Askegårdens Djurservice,Holmsjö,Blekinge län,,http://www.askegarden.nu,,google_maps,,,
Nelly's Hundpensionat och Rehab,Nelly's Hundpensionat och Rehab,Torsås,Blekinge län,mail@demolink.org,http://www.nellyshundpensionat.se,https://www.facebook.com/nellyshundpensionatochrehab,google_maps,skickat,2026-04-01,07:42
Nya Ronneby Hunddagis,Nya Ronneby,Ronneby,Blekinge län,,https://www.facebook.com/nyaronnebyhunddagis,,google_maps,,,
Gunillas Hundkurser,Gunillas Hundkurser,Tving,Blekinge län,gunilla@hundkurser.com,http://www.hundkurser.com,,google_maps,,,
Sussies Hund & Kattpensionat,Sussies Hund & Kattpensionat,Asarum,Blekinge län,sussie@sussieshundpensionat.se,http://www.sussieshundpensionat.se,,google_maps,skickat,2026-04-01,07:42
Havsgårdens Hundpensionat,Havsgården,Sölvesborg,Blekinge län,,http://www.havsgarden.se,,google_maps,,,
mammahund,mammahund,Karlskrona,Blekinge län,info@mammahund.se,https://mammahund.se,https://www.facebook.com/mammahund,google_maps,skickat,2026-04-01,07:42
Blekinge Kennelklubb,Blekinge Kennelklubb,Karlskrona,Blekinge län,,https://www.skk.se/bkk,,google_maps,,,
Kennel Glädjeruset,Kennel Glädjeruset,Fridlevstad,Blekinge län,ebbasmatte77@gmail.com,https://www.kennelgladjeruset.se/kurser-workshops/kurs,http://www.facebook.com/ebbasmatte,google_maps,,,
Scandic Karlskrona,Scandic Karlskrona,Karlskrona,Blekinge län,karlskrona@scandichotels.com,https://www.scandichotels.com/en/hotels/scandic-karlskrona,https://www.facebook.com/Scandic,google_maps,,,
The Brewery Hotel,The Brewery Hotel,Karlskrona,Blekinge län,info@breweryhotel.se,http://www.thebreweryhotel.se,https://www.facebook.com/thebreweryhotel,google_maps,,,
"Karlskrona Stadshotell, BW Signature Collection","Karlskrona Stadshotell, BW Signature Collection",Karlskrona,Blekinge län,info@karlskronastadshotell.se,https://www.bestwestern.se/hotel/88281,https://www.facebook.com/BestWesternSverige,google_maps,,,
Hotell Conrad,Hotell Conrad,Karlskrona,Blekinge län,info@hotellconrad.se,http://www.hotelconrad.se,https://facebook.com/113862668662436,google_maps,,,
Klövlyckans Gård,Klövlyckans Gård,Bräkne-Hoby,Blekinge län,,https://klovlyckansgard.com,,google_maps,,,
Tassa På Hundcenter,Tassa På Hundcenter,Karlshamn,Blekinge län,,http://www.tassapa.se,,google_maps,,,
Karlshamns hundhotell ab,Karlshamns,Karlshamn,Blekinge län,info@karlshamnshundhotell.se,http://karlshamnshundhotell.se,https://www.facebook.com/KarlshamnsHundhotellAB,google_maps,skickat,2026-04-01,07:46
Lekfulla tassar,Lekfulla tassar,Asarum,Blekinge län,,https://lekfullatassar.nu,,google_maps,,,
Tass om Hand,Tass om Hand,Karlshamn,Blekinge län,marina@tassomhand.se,http://www.tassomhand.se,,google_maps,skickat,2026-04-01,07:46
Hundfrisörerna i Blekinge AB,Hundfrisörerna i Blekinge,Ronneby,Blekinge län,info@hundfrisorerna.nu,https://hundfrisorerna.nu,https://facebook.com/hundfrisorernaiblekinge,google_maps,,,
Oskarshamns Hundpensionat,Oskarshamns,Oskarshamn,Kalmar län,,,,google_maps,,,
Trollskogens hund och kattpensionat,Trollskogens hund och kattpensionat,Oskarshamn,Kalmar län,info@dovestad.com,http://www.djurpensionat.com,,google_maps,skickat,2026-04-01,07:46
Brixbäcks Kennel,Brixbäcks,Oskarshamn,Kalmar län,,https://www.brixback.se,https://facebook.com/profile.php,google_maps,,,
Hunderiet i Oskarshamn,Hunderiet i Oskarshamn,Oskarshamn,Kalmar län,hunderietioskarshamn@gmail.com,https://www.hunderiet-i-oskarshamn.se/kontakt,https://www.facebook.com/103181761091314,google_maps,skickat,2026-04-01,07:46
Västerviks Hundcenter,Västerviks Hundcenter,Västervik,Kalmar län,,,,google_maps,,,
Hunddagis Jyckelyckan,Hunddagis Jyckelyckan,Västervik,Kalmar län,,,,google_maps,,,
ELOFINS,ELOFINS,Västervik,Kalmar län,yvonne.elofsson@telia.com,http://www.elofins.se/page1006.html,,google_maps,,,
Systrarnas Hundcenter AB,Systrarnas Hundcenter,Visby,Gotlands län,info@systrarnashundcenter.se,https://systrarnashundcenter.se,https://www.facebook.com/SystrarnasHundcenter,google_maps,skickat,2026-04-01,07:50
Gotlands Hunddagis & Pensionat,Gotlands Hunddagis & Pensionat,Visby,Gotlands län,gotlandshunddagis@gmail.com,https://www.gotlandshunddagis.se,,google_maps,skickat,2026-04-01,07:50
Cavvastar’s kennel och hundtrim,Cavvastar's kennel och hundtrim,Visby,Gotlands län,,https://www.facebook.com/profile.php,,google_maps,,,
