namn,stad,lan,email,hemsida,facebook,kalla
Trollskogens hund och kattpensionat,Oskarshamn,Kalmar län,info@dovestad.com,http://www.djurpensionat.com,,google_maps
Brixbäcks Kennel,Oskarshamn,Kalmar län,,https://www.brixback.se,https://facebook.com/profile.php,google_maps
Hunderiet i Oskarshamn,Oskarshamn,Kalmar län,hunderietioskarshamn@gmail.com,https://www.hunderiet-i-oskarshamn.se/kontakt,https://www.facebook.com/103181761091314,google_maps
Västerviks Hundcenter,Västervik,Kalmar län,,,,google_maps
Hunddagis Jyckelyckan,Västervik,Kalmar län,,,,google_maps
ELOFINS,Västervik,Kalmar län,yvonne.elofsson@telia.com,http://www.elofins.se/page1006.html,,google_maps
Systrarnas Hundcenter AB,Visby,Gotlands län,info@systrarnashundcenter.se,https://systrarnashundcenter.se,https://www.facebook.com/SystrarnasHundcenter,google_maps
Gotlands Hunddagis & Pensionat,Visby,Gotlands län,gotlandshunddagis@gmail.com,https://www.gotlandshunddagis.se,,google_maps
Cavvastar’s kennel och hundtrim,Visby,Gotlands län,,https://www.facebook.com/profile.php,,google_maps
Nessagården,Visby,Gotlands län,info@nessagardenskennel.se,https://nessagardenskennel.se,https://www.facebook.com/lotta.how,google_maps
Hanna Frank,Visby,Gotlands län,hanna@unstoppable.se,http://unstoppable.se/contact.html,,google_maps
Hundpensionat Pyssla,Stånga,Gotlands län,undimoon@hotmail.com,http://undimoon.com,https://www.facebook.com/undimoon,google_maps
Astas Dog Spa,Visby,Gotlands län,emma@astasdogspa.se,https://astasdogspa.se,https://www.facebook.com/astasdogspa,google_maps
Fröken Saber: hundtrim och kennel,Visby,Gotlands län,frokensaraberg@gmail.com,https://www.alertandbrave.se,,google_maps
Home Hund,Visby,Gotlands län,,http://www.homehund.se,,google_maps
Nya Kristinehamns Hunddagis AB,Kristinehamn,Värmlands län,,https://swenavi.org/details/kristinehamns-hunddagis-ab-ChIJVeX,,google_maps
Shiragårdens Kennel,Kristinehamn Municipality,Värmlands län,,,,google_maps
Kristinehamns Hundcenter,Kristinehamn,Värmlands län,,https://swemaps.org/details/kristinehamns-hundcenter-ChIJ80g,,google_maps
Maloyals Kennel,Kristinehamn,Värmlands län,,,,google_maps
Kristinehamns Hundrastgård,Kristinehamn,Värmlands län,kommunen@kristinehamn.se,https://www.kristinehamn.se/kultur-och-fritid/parker-och-lekparker/hundlekpark,https://sv-se.facebook.com/kristinehamnskommun,google_maps
Kennel Lloyd-Willner,Kristinehamn,Värmlands län,,,,google_maps
Lenes Hundtrim,Kristinehamn,Värmlands län,,,,google_maps
Arvika Hundcenter,Arvika,Värmlands län,,https://www.facebook.com/arvikahundcenter,,google_maps
Jösse Hundtjänst.,Arvika,Värmlands län,,,,google_maps
Arvika Hundrastgård,Arvika,Värmlands län,,,,google_maps
Hundparadiset,Arvika,Värmlands län,hundparadiset.kontakt@gmail.com,https://hundparadiset3.webnode.se,,google_maps
Lundegla,Arvika,Värmlands län,nattfrost1@gmail.com,http://lundegla.se,,google_maps
Lerbyns hunddagis,Säffle,Värmlands län,,,,google_maps
VARGSPÅR Ranch & Hundpensionat,Säffle,Värmlands län,,https://www.rover.com/sit/yarnot03268,,google_maps
Bernerhagens kennel,Säffle,Värmlands län,trollsvans@hotmail.com,http://bernerhagen.se,,google_maps
Husse - Kvalitetsfoder för hund och katt,Säffle,Värmlands län,kontakt@husse.se,https://www.husse.se,https://www.facebook.com/HusseSverige,google_maps
Säffle Brukshundklubb,Säffle,Värmlands län,styrelsen@safflebrukshundklubb.se,https://brukshundklubben.se/saffle-brukshundklubb,,google_maps
Kraffts Hundpensionat,Mellerud,Värmlands län,,http://www.hopi.se,,google_maps
BeutystepBullies,Säffle,Värmlands län,,,,google_maps
First Hotel Royal,Säffle,Värmlands län,royal@firsthotels.se,https://www.firsthotels.se/hotell/sverige/saffle/first-hotel-royal,https://www.facebook.com/FirstHotels,google_maps
Hånkatorpets Hundpensionat,Skinnskatteberg,Värmlands län,,,,google_maps
Sandvikens Hunddagis,Sandviken,Gävleborgs län,,,,google_maps
Kennel Barecho,Sandviken,Gävleborgs län,,http://www.barecho.com,,google_maps
Hund i Sandviken,Sandviken,Gävleborgs län,,https://www.hundisandviken.se,,google_maps
Farmargården,Sandviken,Gävleborgs län,,,,google_maps
Furry Friends - Active Dog Care,Sandviken,Gävleborgs län,,,,google_maps
Denice Hundcenter Söderhamn,Norrala,Gävleborgs län,denicehunddagis@gmail.com,http://www.denicehunddagis.se,https://www.facebook.com/DeniceHunddagis,google_maps
Lokes Hunddagis AB,Söderhamn,Gävleborgs län,,https://swedmapi.org/details/lokes-hunddagis-ab-ChIJ0y2,,google_maps
Styvje Hundcenter,Norrala,Gävleborgs län,styvjehundcenter@gmail.com,https://styvjehundcenter.bokamera.se/#about-us,,google_maps
hotsweets kennel,Söderhamn,Gävleborgs län,,,,google_maps
Vickerinas Hundtrim,Söderhamn,Gävleborgs län,vickerinas@gmail.com,http://www.vickerinas.com,https://www.facebook.com/search/top,google_maps
Mias Hundpensionat,Bollnäs,Gävleborgs län,mia@miashundpensionat.se,http://www.miashundpensionat.se,https://www.facebook.com/plugins/video.php,google_maps
Denice Hunddagis Bollnäs,Bollnäs,Gävleborgs län,,,,google_maps
AMNIS HUNDHUS Bollnäs,Bollnäs,Gävleborgs län,sodraberget@amnishundhus.se,https://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps
PS Hundparadis,Bollnäs,Gävleborgs län,pshundparadis@hotmail.com,http://www.pshundparadis.se,,google_maps
Tokbäckens Kennel,Bollnäs,Gävleborgs län,,,,google_maps
Hund och Naturliv Hälsingland,Rengsjö,Gävleborgs län,,http://www.hundochnaturliv.se,,google_maps
Kennel Momabo's,Bollnäs,Gävleborgs län,iapudel@gmail.com,http://www.momabos.se,,google_maps
Jycklig Hunddagis och Dogwalking,Hudiksvall,Gävleborgs län,,,,google_maps
Hudiksvalls Hundcenter,Hudiksvall,Gävleborgs län,hudiksvallshundcenter@hotmail.com,https://www.hudiksvallshundcenter.se,https://www.facebook.com/hudiksvallshundcenter,google_maps
AMNIS HUNDHUS Hudiksvall,Hudiksvall,Gävleborgs län,sodraberget@amnishundhus.se,https://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps
K9 Hundcenter Hudiksvall,Hudiksvall,Gävleborgs län,,https://www.supersaas.se/schedule/K9Hudiksvall/hundhallen,,google_maps
Violas Hundkoja - Hundfrisör,Hudiksvall,Gävleborgs län,,https://hudiksvallshundcenter.se/%C3%B6vriga-tj%C3%A4nster,,google_maps
Djurkollo,Bergsjö,Gävleborgs län,kontakt@djurkollo.se,http://www.djurkollo.se,https://sv-se.facebook.com/Djurkollo,google_maps
Stora Byrackebo,Mora,Dalarnas län,info@byrackebo.se,http://www.byrackebo.se,,google_maps
Lilla Byrackebo,Mora,Dalarnas län,info@byrackebo.se,http://www.byrackebo.se,,google_maps
4 Aktiva tassar i Mora AB,Mora,Dalarnas län,,,,google_maps
Mora Brukshundklubb,Mora,Dalarnas län,,https://www.morabk.com,,google_maps
Monicas Hundtrim,Orsa,Dalarnas län,,,,google_maps
Catrins Hundspa,Mora,Dalarnas län,,https://www.bokadirekt.se/places/catrins-hundspa-28973,https://www.facebook.com/bokadirekt,google_maps
"Leiionspitz, Eurasier",Mora,Dalarnas län,,http://www.eurasier.se,,google_maps
Lottas Lya,Leksand,Dalarnas län,info@lottaslya.se,https://lottaslya.se,https://facebook.com/profile.php,google_maps
Mora Hotell & Spa,Mora,Dalarnas län,info@morahotell.se,http://www.morahotell.se,https://www.facebook.com/morahotell.se,google_maps
Hotell Kung Gösta,Mora,Dalarnas län,info@kunggosta.se,http://www.kunggosta.se,,google_maps
Melody Club's kennel,Avesta,Dalarnas län,,,,google_maps
Avesta Hundrastgård - Hundvallen,Avesta,Dalarnas län,servicecenter@avesta.se,https://avesta.se/gora-och-uppleva/sport-motion-och-bad/hundvallen,https://www.facebook.com/Avesta-kommun-120313228773688,google_maps
Hunddagis,Avesta,Dalarnas län,,,,google_maps
Hundsportsbutiken,Avesta,Dalarnas län,,http://hundsportsbutiken.se,,google_maps
Avesta Brukshundklubb,Avesta,Dalarnas län,avestabrukshundklubb@hotmail.com,http://www.avestabrukshundklubb.com,,google_maps
Kennel master of puppies,Avesta,Dalarnas län,,,,google_maps
Luddes Hundcenter,Ludvika,Dalarnas län,luddeshundcenter@gmail.com,http://luddeshundcenter.se,https://www.facebook.com/luddeshundcenter,google_maps
Prickens Pensionat,Grängesberg,Dalarnas län,,https://swemaps.org/details/prickens-pensionat-ChIJiTC,,google_maps
Ludvika Brukshundklubb,Ludvika,Dalarnas län,webmaster@ludvikabk.se,http://www.ludvikabk.se,https://www.facebook.com/LudvikaBrukshundklubb,google_maps
Hundkojan,Lindesberg,Örebro län,info@kallhagens.se,http://www.hundkojanlinde.se,https://facebook.com/kallhagens,google_maps
Hundvy,Älvsjö,Örebro län,info@hundvy.se,http://hundvy.se/dagis,,google_maps
Lanna Hunddagis,Fjugesta,Örebro län,lannahunddagis@outlook.com,https://www.lannahunddagis.com,http://Facebook.com/lannahunddagis,google_maps
Myran's Hundverksamhet AB,Tibro,Örebro län,,https://www.myranshundverksamhet.com/home,,google_maps
Hundbiten,Danderyd,Örebro län,hundbitendanderyd@gmail.com,http://www.hundbiten.com,http://www.facebook.com/HundBiten-Harmoni-i-flocken-226586276721,google_maps
Angelicas hundtjänst AB,Nora,Örebro län,kontakt@angelicashundtjanst.se,http://angelicashundtjanst.se,https://www.facebook.com/profile.php,google_maps
Hallsbergs Hundpensionat,Hallsberg,Örebro län,,,,google_maps
Stall Ohlén Kattpensionat,Nora,Örebro län,,http://www.stallohlen.se,https://www.facebook.com/Stall-Ohlen-Kattpensionat-199060010143162,google_maps
Järlemossens Kennel,Nora,Örebro län,,,,google_maps
Lilla Hotellet,Nora,Örebro län,info@lillahotelletnora.se,http://www.lillahotelletnora.se,https://sv-se.facebook.com/lillahotelletinora,google_maps
Made My Way,Knivsta,Örebro län,annika.thunfors@gmail.com,http://www.mademyway.se/kontakt.html,,google_maps
AH-Hallen,Karlskoga,Örebro län,,,,google_maps
Karlskoga Katthotell,Karlskoga,Örebro län,,http://www.kkhh.se,https://www.facebook.com/KarlskogaKattHotell,google_maps
Kung Grim's Hund & Katt,Karlskoga,Örebro län,,,,google_maps
TWYBORN WHIPPETS,Karlskoga,Örebro län,,http://www.twyborn.se/contact.html,https://www.facebook.com/kenneltwyborn,google_maps
Scayas Hundpalats,Köping,Västmanlands län,,https://swedmapi.org/details/scayas-hundpalats-ChIJ9wU,,google_maps
Bark n Roll hundcenter,Köping,Västmanlands län,barknrollhundcenter@gmail.com,https://bark-n-roll-hundcenter-1.webnode.se,,google_maps
"Ideborgens Kennel, Hundvård & Hundpensionat",Köping,Västmanlands län,,,,google_maps
Jägarstugans Hundpensionat,Kolsva,Västmanlands län,jagarstugans@gmail.com,https://www.jagarstugans.se,,google_maps
Hundrastgård Köping,Köping,Västmanlands län,kundtjanst@vme.se,https://koping.se/kultur-fritid--natur/natur-och-friluftsliv/hundlek-och-hundbad.html,,google_maps
Kennel Puckings,Köping,Västmanlands län,,http://puckings.com,,google_maps
Solans hunddagis,Sala,Västmanlands län,,,,google_maps
Kennel Merytyme,Sala,Västmanlands län,,,,google_maps
Kennel Blåtassen,Sala,Västmanlands län,,,,google_maps
Simbadets Hundrastgård,Fagersta,Västmanlands län,,,,google_maps
Fagersta Hundvård,Fagersta,Västmanlands län,,https://www.facebook.com/915828065132950,,google_maps
Fagersta Brukshundklubb,Fagersta,Västmanlands län,,https://www.fagerstabk.com,,google_maps
Fagersta Kennelklubb,Fagersta,Västmanlands län,fagerstakk@hotmail.com,http://fagerstakk.se,,google_maps
Heddans Hundcenter,Skinnskatteberg,Västmanlands län,info@heddanshundcenter.se,https://www.heddanshundcenter.se,,google_maps
Håbo Hundcenter AB,Bålsta,Västmanlands län,habohundcenter@gmail.com,http://www.habohundcenter.se,,google_maps
Fagersta The Wardshuset Dickens Hotell,Fagersta,Västmanlands län,info@wardshusetdickens.se,https://dickenspubar.se,https://www.facebook.com/dickenspubar.se,google_maps
Missetorpet Kattpensionat,Västerfärnebo,Västmanlands län,info@missetorpet.com,http://www.missetorpet.com,,google_maps
Silvertassens Hundpensionat,Ramvik,Västernorrlands län,,,,google_maps
kennel kätran,Kramfors,Västernorrlands län,,,,google_maps
ViaCanis HUNDSTUGAN,Hällefors,Västernorrlands län,info@hundstugan.se,http://www.hundstugan.se,,google_maps
Dogpro´s Hundpensionat,Harlösa,Västernorrlands län,dogpro@telia.com,http://www.dogpro.se,,google_maps
Maria Rolén Hundtrim,Sollefteå,Västernorrlands län,,http://mariarolen.se,,google_maps
Leduåfors Hundhotell,Nordmaling,Västernorrlands län,leduaforshundhotell@outlook.com,http://www.xn--leduforshundhotell-7tb.se,,google_maps
Kramfors Stadshotell,Kramfors,Västernorrlands län,kontakt@kramforsstadshotell.se,https://www.kramforsstadshotell.se,,google_maps
Best Western Hotel Kramm,Kramfors,Västernorrlands län,,,,google_maps
Hotell Höga Kusten,Sandöverken,Västernorrlands län,info@hotellhoga-kusten.se,http://www.hotellhoga-kusten.se,https://www.facebook.com/hotellhogakusten,google_maps
Hundhaga,Höllviken,Västernorrlands län,hundhaga@outlook.com,http://www.hundhaga.se,https://www.facebook.com/Hundhaga,google_maps
Hundskolans Nytt och Begagnat,Sollefteå,Västernorrlands län,,,,google_maps
Försvarets hundtjänstenhet Avelsstation,Sollefteå,Västernorrlands län,,,,google_maps
kennel waytogo,Sollefteå,Västernorrlands län,,http://www.kennelwaytogo.se/sv-SE/kennel-wtg/kontakt-3125083,,google_maps
Kennel Fly High,Näsåker,Västernorrlands län,,,,google_maps
Timrå Gårdsbutik & Djurpensionat,Timrå,Västernorrlands län,,http://www.timragardsbutik.se,,google_maps
Klingerfjärdens Katthotell,Söråker,Västernorrlands län,kfkatthotell@hotmail.com,https://www.kfkatthotell.se,https://www.facebook.com/pages/Klingerfj%C3%A4rdens-KattHotell/147028998644166,google_maps
Grankottens Hundhotell,Söråker,Västernorrlands län,,,,google_maps
