namn,stad,lan,email,hemsida,facebook,kalla
Fyrfotagården,Ytterby,Västra Götalands län,danjou400@gmail.com,http://www.fyrfotagarden.se,,google_maps
Dogman and friends,Älvängen,Västra Götalands län,,https://dogman.se/store-detail/dogman-and-friends-alvangen,https://facebook.com/Dogmanalvangen,google_maps
Kungälvs Hundpark,Kungälv,Västra Götalands län,,,,google_maps
Reka’s Hundsalong (gamla RTD Hundvård),Kungälv,Västra Götalands län,,http://www.rtdhundvard.se,,google_maps
Up and Run Hundarena,Kungälv,Västra Götalands län,,,,google_maps
Diamonds of Åsum,Kristianstad,Skåne län,,,,google_maps
Kennel Angsmo's,Kristianstad,Skåne län,,https://www.angsmo.se,,google_maps
Balsby Hundhotell & Dagis,Kristianstad,Skåne län,,,,google_maps
"Rya Foder & Djurhotell AB Kristianstad med varumärket ""U Design""",Tollarp,Skåne län,ryafoodhot@gmail.com,http://www.ryafoderdjurhotell.se,,google_maps
Fågelängens Husdjurspensionat,Kristianstad,Skåne län,,http://www.fagelangens.se,,google_maps
Kristianstads Brukshundklubb,Fjälkinge,Skåne län,,https://www.kristianstadsbk.se,,google_maps
Dogman and friends,Kristianstad,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-kristianstad-harlov,https://www.facebook.com/kristianstadzoologiska,google_maps
Kennel Honeytaste,Östra Sönnarslöv,Skåne län,,http://honeytaste.se,,google_maps
Kennel Sub Terram,Smedstorp,Skåne län,ulrika@subterram.com,http://www.subterram.com,,google_maps
Lottas Hunddagis,Kristianstad,Skåne län,,http://www.lottasvovvar.hundpoolen.se,,google_maps
Hundklippning Kristianstad,Kristianstad,Skåne län,,,,google_maps
Hundrastgård Charlottenborg,Kristianstad,Skåne län,,,,google_maps
Amirace Hundartiklar & Söderslätts Hundtjänst,Trelleborg,Skåne län,kennel@amirace.se,http://www.amirace.se,,google_maps
Dogman and friends,Trelleborg,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-trelleborg-city,https://www.facebook.com/dogmantrelleborg,google_maps
ParadisGårdens Hundpensionat och Hunddagis,Trelleborg,Skåne län,nathapettersson@gmail.com,http://www.paradisgarden.hundpoolen.se,,google_maps
Somollis kennel,Trelleborg V,Skåne län,,,,google_maps
Black and Buffs Hundpensionat och Hunddagis,Trelleborg,Skåne län,,http://blackandbuffskennel.dinstudio.se,,google_maps
Trelleborgs Brukshundklubb,Trelleborg,Skåne län,kansliet@trelleborgsbrukshundklubb.se,http://trelleborgsbrukshundklubb.se,,google_maps
Trelleborg Hundarena,Trelleborg,Skåne län,,,,google_maps
Hundbadplats Trelleborg,Trelleborg,Skåne län,,,,google_maps
Trelleborgs Hundtrim,Trelleborg,Skåne län,trelleborgs.hundtrim@hotmail.com,http://trelleborgshundtrim.bokamera.se,,google_maps
Hundrastplats,Trelleborg,Skåne län,,,,google_maps
Hundrastgård,Trelleborg,Skåne län,,,,google_maps
Sanna's Hundspa,Trelleborg,Skåne län,,https://swenavi.org/details/sannas-hundspa-ChIJPVi,,google_maps
Hässlehoffs kennel,Hässleholm,Skåne län,hasslehoffskennel@hotmail.com,http://www.hasslehoffs.com,,google_maps
Åsgläntans Hundservice,Hässleholm,Skåne län,ayarips@yahoo.com,http://www.asglantans.se,,google_maps
Fåraboda Hundpensionat,Hässleholm,Skåne län,faraboda@telia.com,http://www.farabodahundpensionat.se,,google_maps
Grändens Hunddagis & Pensionat AB,Knislinge,Skåne län,hunddagis@grandens.se,http://www.grandens.se,,google_maps
Hässleholms Hundungdom,Hässleholm,Skåne län,ordforandehhu@hotmail.com,http://www.hassleholmhu.se,,google_maps
Ljungdala Hundcenter,Hässleholm,Skåne län,,http://www.ljungdala-hundcenter.se,,google_maps
Hässleholms Brukshundklubb,Hässleholm,Skåne län,info@hassleholmbrukshundklubb.se,http://www.hassleholmbrukshundklubb.se,,google_maps
Kylestorp Hundpensionat,Hörby,Skåne län,kylestorp.hundpensionat@gmail.com,http://kylestorphundpensionat.com,,google_maps
SBaK Syd,Tyringe,Skåne län,laila.basset@outlook.com,http://www.bassetsyd.se/old/om_viltspar.htm,,google_maps
Hundpsykolog och Hundtränare,Linderöd,Skåne län,hundpsykolog2006@gmail.com,https://www.hundpensionatlinderod.com,https://www.facebook.com/Hundpsykolog,google_maps
Hund & katt Magasinet i Hässleholm HB,Hässleholm,Skåne län,,,,google_maps
Bokbackens hundpensionat,Tormestorp,Skåne län,,,,google_maps
Svartpepparns kennel,Hässleholm,Skåne län,,,,google_maps
Hundklubben Hässle,Hässleholm,Skåne län,hassleholm@ivab.com,http://www.hkhassle.se,https://www.facebook.com/100065475790928/mentions,google_maps
Hundsalongen,Hässleholm,Skåne län,,,,google_maps
Kund Med Hund Handelsbolag,Landskrona,Skåne län,,,,google_maps
LM:s Vakthundar i Skåne AB,Saxtorp,Skåne län,info@lmvakthund.se,https://www.lmvakthund.se,https://www.facebook.com/Vakthundar.se,google_maps
Västra karaby hundpensionat klipp & trim,Dösjebro,Skåne län,,https://swenavi.org/details/western-karaby-hundpensionat-cut-trim-ChIJxSw,,google_maps
Dogman and friends,Löddeköpinge,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-loddekopinge,https://www.facebook.com/Dogmanloddekopinge,google_maps
Forestad hundtrim,Ljungbyhed,Skåne län,,http://forestadhundtrim.se,,google_maps
Landskrona Brukshundklubb,Löddeköpinge,Skåne län,info@labk.se,https://labk.se,https://www.facebook.com/LandskronaBK,google_maps
Hundrastgård,Landskrona,Skåne län,,,,google_maps
Dog Park,Landskrona,Skåne län,,,,google_maps
Hundsalong Fantasstisk,Landskrona,Skåne län,,,,google_maps
Oskarsfarms Hundpensionat,Ängelholm,Skåne län,info@oskarsfarm.se,http://oskarsfarm.se,,google_maps
Dogman and friends,Ängelholm,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-angelholm,https://www.facebook.com/p/Dogman-%C3%84ngelholm-100075774174589,google_maps
Beardmarked's,Ängelholm,Skåne län,,,,google_maps
Bialitt Hundcenter HB,Ängelholm,Skåne län,elsa@bialitthundcenter.se,https://www.bialitthundcenter.se,https://www.facebook.com/bialitthundcenter,google_maps
Maltehus,Ängelholm,Skåne län,,,,google_maps
Ängelholm Brukshundklubb,Ängelholm,Skåne län,,http://www.angelholmbk.se,,google_maps
Optimal Hundglädje AB,Ängelholm,Skåne län,optimalhundgladje@gmail.com,https://www.optimalhundgladje.se,https://www.facebook.com/optimalhundgladje,google_maps
Hundägarskolan i Ängelholm,Ängelholm,Skåne län,info@hittahundkurs.se,https://hittahundkurs.se/hundagarskolan-angelholm-angelholm,https://www.facebook.com/Hitta-Hundkurs-101166228653987,google_maps
Varalövs hundcenter,Ängelholm,Skåne län,hundensdagis@gmail.com,http://www.varalovshundcenter.se,,google_maps
Hundens Gård,Ängelholm,Skåne län,,,,google_maps
Svalbo Hundcenter,Båstad,Skåne län,,http://svalbogard.com/svalbo-hundcenter,,google_maps
Hundrastgården på Villan,Ängelholm,Skåne län,,,,google_maps
Larsgårdens Hundpensionat & Dagis HB,Eldsberga,Hallands län,kontakt@larsgardens.se,http://www.larsgardens.se,https://www.facebook.com/Larsgardenshundpensionat,google_maps
Kennel Tollskoj,Halmstad,Hallands län,,https://swemaps.org/details/kennel-tollskoj-ChIJUUp,,google_maps
Hökagårdens Hunddagis & Pensionat,Halmstad,Hallands län,hokagarden@hotmail.com,http://www.hokagarden.se,,google_maps
Halmstad City Hunddagis,Halmstad,Hallands län,info@halmstadcityhunddagis.se,http://www.halmstadcityhunddagis.se,,google_maps
Ebbarps Hundpensionat & Dagis,Laholm,Hallands län,,https://www.ebbarps.se,https://www.facebook.com/Ebbarpshunddagis,google_maps
Falkline's Rottweiler Kennel,Getinge,Hallands län,alexandra@falklines.se,http://falklines.se,,google_maps
Larsgårdens Hundpensionat & Dagis,Halmstad,Hallands län,kontakt@larsgardens.se,https://larsgardens.se,https://www.facebook.com/Larsgardenshundpensionat,google_maps
bgårdens hunddagis och pensionat,Simlångsdalen,Hallands län,bgardenshund@outlook.com,http://www.bgardenshund.se,,google_maps
Stardrift`s kennel,Slättåkra,Hallands län,,https://www.kennelstardrift.se,,google_maps
Halmstad Hundutbildning,Holm,Hallands län,,http://www.halmstadhundutbildning.se,,google_maps
Nydala Ullboden,Getinge,Hallands län,nydala.ullboden@gmail.com,http://www.nydala-ullboden.se,https://m.facebook.com/nydala.ullboden/ref=bookmarks,google_maps
Claudias Stars,Unnaryd,Hallands län,,,,google_maps
Dogz,Halmstad,Hallands län,info@dogz.se,http://www.dogz.se,https://www.facebook.com/pages/Dogz/112529302094670,google_maps
MarCi,Halmstad,Hallands län,marci.sweden@gmail.com,https://marcihundkurser.co.uk,https://facebook.com/110840017853665,google_maps
Kennel Goldflames AB,Halmstad,Hallands län,,,,google_maps
Marleys hunddagis,Halmstad,Hallands län,,https://swenavi.org/details/marleys-hunddagis-ChIJuYQ,,google_maps
Bokbacken,Simlångsdalen,Hallands län,djurskola@outlook.com,http://www.djurskola.se,,google_maps
Hundklipp i Halmstad,Halmstad,Hallands län,info@hundklipp.se,https://www.hundklipp.se,https://www.facebook.com/Hundklipp,google_maps
Hundaktivitetscenter Halmstad AB,Genevad,Hallands län,info@hundaktivitetscenter.se,http://www.hundaktivitetscenter.se,https://www.facebook.com/hundaktivitetscenter,google_maps
Vovve på Språng,Slättåkra,Hallands län,vovve@vovvepasprang.se,http://vovvepasprang.se,https://facebook.com/VovvePS,google_maps
Halmstads Brukshundklubb,Halmstad,Hallands län,kurs@sbkhalmstad.se,http://www.sbkhalmstad.se,http://www.facebook.com/SBK-Halmstad-114250278615210,google_maps
Lilla Hundpalatset,Halmstad,Hallands län,,http://www.lillahundpalatset.se,https://www.facebook.com/644553362300149,google_maps
Hundrastgårdarna i Linehedsparken,Halmstad,Hallands län,,,,google_maps
Rotorps hundrastgård,Halmstad,Hallands län,,,,google_maps
Lotten's Dogspa - Hundfrisör,Halmstad,Hallands län,lotten@lottensdogspa.se,http://lottensdogspa.se,https://www.facebook.com/profile.php,google_maps
Hund & Kattshopen,Halmstad,Hallands län,,http://www.hundochkattshopen.se,https://www.facebook.com/Hund-kattshopen-190293294380959,google_maps
Dog in Work,Halmstad,Hallands län,info@doginwork.com,http://www.doginwork.com,,google_maps
CoolDogs Hundtrim,Halmstad,Hallands län,,,,google_maps
"Hundsalong Julia- Hundtrim, Hundfrisör, Kattfrisör",Halmstad,Hallands län,,https://hundsalongjulia.wixsite.com/hundsalong-julia,https://www.facebook.com/profile.php,google_maps
Knektagårdens hundpensionat,Rolfstorp,Hallands län,knektagarden@hotmail.com,http://www.knektagarden.se,https://www.facebook.com/knektagarden,google_maps
"Ljungstorps -Kennel, kurser, friskvård",Varberg,Hallands län,carro.bohman@hotmail.com,https://www.ljungstorps.se,http://www.facebook.com/ljungstorps,google_maps
Breared,Varberg,Hallands län,,,,google_maps
Kennel Riddarprinsessan's,Varberg,Hallands län,,,,google_maps
Wargtassens Hunddagis,Varberg,Hallands län,kontakt@wargtassenshunddagis.se,http://www.wargtassenshunddagis.se,,google_maps
Tvååkers Hundtrim,Tvååker,Hallands län,kennel@brainjacks.se,http://brainjacks.se,https://www.facebook.com/Tv%C3%A5%C3%A5kers-hundtrim-2064494400337466,google_maps
Vovverado,Veddige,Hallands län,rosita@vovverado.se,http://www.vovverado.se,,google_maps
Liljedals hundpensionat,Istorp,Hallands län,liljedalshundpensionat@gmail.com,http://www.liljedalshundpensionat.se,,google_maps
Kennel Newcroft's,Varberg,Hallands län,,http://kennelnewcrofts.wordpress.com,,google_maps
Millijors Kennel,Varberg,Hallands län,,,,google_maps
Varbergs Brukshundklubb,Varberg,Hallands län,,http://www.varbergsbk.se,https://www.facebook.com/VarbergsBrukshundklubb,google_maps
Ännagårdens hund,Tvååker,Hallands län,catharina.fahlberg@telia.com,http://xn--nnagrden-zzao.se,,google_maps
SK Warberg,Varberg,Hallands län,fam.winquist@telia.com,https://www.skwarberg.se,,google_maps
Hundrastgården Breared,Varberg,Hallands län,,,,google_maps
"Hundsalong Agnes ,hundfrisör Agnes",Varberg,Hallands län,,https://hundsalong.wixsite.com/hundsalongagnes,https://www.facebook.com/hundfrisoragnes,google_maps
Hundsalong Tvätt och Skvätt,Varberg,Hallands län,,http://tvattochskvatt.se,,google_maps
Vovking Hundcenter,Varberg,Hallands län,info@vovking.se,http://www.vovking.se,,google_maps
Create Dreams Kennel,Kungsbacka,Hallands län,,http://www.createdreams.se,,google_maps
Kennel Grimmhills,Kungsbacka,Hallands län,grimmhillsrm@outlook.com,http://grimmhills.se,,google_maps
Kungsbacka Hundpensionat,Kungsbacka,Hallands län,zakeya@live.se,http://www.kungsbackahundpensionat.se,,google_maps
Fors Hundrastgård,Kungsbacka,Hallands län,,,,google_maps
"Mariedals Hundpensionat, Kattpensionat & Hästverksamhet",Kungsbacka,Hallands län,pelle@mariedahl.se,http://www.mariedahl.se,,google_maps
Dogman and friends,Kungsbacka,Hallands län,,https://dogman.se/store-detail/dogman-and-friends-kungsbacka,https://www.facebook.com/DogmanKungsbacka,google_maps
Lilla Tassens Hunddagis,Kungsbacka,Hallands län,kontakt@lillatassen.se,http://www.lillatassen.se,,google_maps
Kungsbacka Hundcenter,Kungsbacka,Hallands län,info@kungsbackahundcenter.se,http://www.kungsbackahundcenter.se,https://www.facebook.com/Delsj%C3%B6ns-Kungsbacka-hundcenter-105152355538800,google_maps
Dashing Dogs,Kungsbacka,Hallands län,,http://www.dashingdogs.se,https://www.facebook.com/dashingdogssverige,google_maps
Kungsbacka Brukshundklubb,Kungsbacka,Hallands län,kontakt@kbhk.se,https://www.kbhk.se/kontakt,,google_maps
Göta Hund AB,Kullavik,Hallands län,info@gotahund.se,http://www.gotahund.se,https://www.facebook.com/assistanshundskolan,google_maps
Onsala Hundcenter,Kungsbacka,Hallands län,onsalahundcenter@hotmail.com,http://www.onsalahundcenter.se,,google_maps
Hallands Hundhälsa,Kungsbacka,Hallands län,,http://hallandshundhalsa.com,,google_maps
Poshdog Hundtrim,Kungsbacka,Hallands län,,,,google_maps
Vällhaga Gård,Falun,Dalarnas län,,https://www.vallhagagard.se,,google_maps
skumparpskennel,Bunkeflostrand,Skåne län,info@skumparps.se,https://www.skumparps.se,,google_maps
Falu Hundsällskap - Faluns Lokala Kennelklubb,Falun,Dalarnas län,,https://swemaps.org/details/falu-hundsllskap-faluns-lokala-kennelklubb-ChIJmzP,,google_maps
FUXENS KENNEL,Borlänge,Dalarnas län,info@fuxen.se,http://www.fuxen.se,,google_maps
Meadow Lane's Kennel,Borlänge,Dalarnas län,,https://swemaps.org/details/meadow-lanes-kennel-ChIJ9Se,,google_maps
Matematikens kennel,Borlänge,Dalarnas län,,,,google_maps
Kennel Chanco,Åäng,Kronobergs län,info@kennelchanco.se,http://www.kennelchanco.se,https://www.facebook.com/profile.php,google_maps
Callunavias Kennel,Lenhovda,Kronobergs län,,http://www.teambreeders.se,,google_maps
Ekespångs Kennel,Hamneda,Kronobergs län,susanne@ekespangskennel.se,http://www.ekespangskennel.se,,google_maps
Andhämtningens Kennel,Åseda,Kronobergs län,golden@andhamtningen.se,http://www.andhamtningen.se,https://www.facebook.com/Andh%C3%A4mtningens-kennel-482953225217275,google_maps
Kennel Rollingwave,Östersund,Jämtlands län,kennelrollingwave@gmail.com,https://www.rollingwave.se/kontakt,,google_maps
Skutegårdens kennel,Fåker,Jämtlands län,cardigan@telia.com,http://www.cathen.se,https://www.facebook.com/pages/Skuteg%C3%A5rdens-kennel/824283280941134,google_maps
Lillfjällets kennel,Östersund,Jämtlands län,,,,google_maps
Jämtland/Härjedalens Kennelklubb,Östersund,Jämtlands län,marlene.berner@outlook.com,https://www.skk.se/sv/JHKK,https://www.facebook.com/jhkennelklubb,google_maps
itaharjun kennel,Sveg,Jämtlands län,,,,google_maps
Nordkalottens Kennel,Kåge,Västerbottens län,,http://www.nordkalottens.com/se,,google_maps
Capandus Kennel,Ödsmål,Västernorrlands län,capandus kennel%20%3cvalpar@capandus.se%3e,https://www.capandus.se/index.htm,https://www.facebook.com/capandus,google_maps
Flatham´s Kennel,Piteå,Norrbottens län,flathams@telia.com,http://www.flathams.com/kontakt.htm,,google_maps
Kennel Odd Polly,Piteå,Norrbottens län,,,,google_maps
Kennel Bennstaff,Öjebyn,Norrbottens län,,,,google_maps
Sjulgårdens kennel,Roknäs,Norrbottens län,,,,google_maps
silverstjärnans kennel,Roknäs,Norrbottens län,,http://silverstjarnan.se,,google_maps
Loumils Kennel,Roknäs,Norrbottens län,susanne@torpa.net,http://loumils.se/om-oss,,google_maps
Tjärdalen's Kennel,Sikfors,Norrbottens län,,,,google_maps
Lillstigen's kennel,Kalix,Norrbottens län,info@lillstigen.se,http://www.lillstigen.se,https://www.facebook.com/lillstigens,google_maps
Kennel Blåtiran,Piteå,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps
Norrtälje Lokala Kennelklubb,Rimbo,Stockholms län,,https://nlkk.se/om,,google_maps
GuldGrodanskennel,Norrtälje,Stockholms län,,,,google_maps
Espab AB :: Krullets Kennel,Norrtälje,Stockholms län,info@krullets.se,http://www.krullets.se,https://facebook.com/krullets.kennel,google_maps
Designerline kennel,Väddö,Stockholms län,kenneldesignerline@gmail.com,http://designerline.blogspot.com,,google_maps
Bergalids Kennel,Furusund,Stockholms län,info@bergalidskennel.se,https://www.bergalidskennel.se,https://www.facebook.com/bergalidskennel,google_maps
Skråmstas kennel,Sigtuna,Stockholms län,,,,google_maps
Kennel Jenzan,Vallentuna,Stockholms län,,,,google_maps
Kennel,Vallentuna,Stockholms län,,http://www.diamondswolfeyes.com/Kontaktsida,,google_maps
Evallens Kennel,Almunge,Stockholms län,ewa@martensby.se,http://www.martensby.se,https://www.facebook.com/ewa.myrbrink,google_maps
Kennel Updates,Upplands Väsby,Stockholms län,,https://naviswmap.org/details/kennel-updates-ChIJn2I,,google_maps
Björnbrisens Kennel,Upplands Väsby,Stockholms län,,https://bjornbrisens.wordpress.com,,google_maps
ArbaQ´s Kennel,Upplands Väsby,Stockholms län,marie.backstrom@ri.se,http://www.arbaq.se/kontakt.htm,,google_maps
hunduppfödare,Solna,Stockholms län,,,,google_maps
Kennel Carhartt,Åkersberga,Stockholms län,,https://www.facebook.com/kennelcarhartt,,google_maps
Kennel Itanema,Åkersberga,Stockholms län,therese@itanema.se,https://www.itanema.se,,google_maps
Mälarvindens Kennel,Åkersberga,Stockholms län,,http://malarvindens.se,,google_maps
Kennel AngelRiesen's,Åkersberga,Stockholms län,,http://www.angelryd.se/kontakt.html,,google_maps
Lillhamras Kennel,Enköping,Uppsala län,,,,google_maps
Chamorels Kennel,Enköping,Uppsala län,,,,google_maps
Saivalainens kennel,Enköping,Uppsala län,,https://saivalainens.se,,google_maps
Kennel Yrar,Enköping,Uppsala län,hundar@yrar.se,http://www.yrar.se,https://www.facebook.com/agnes.t.yrar,google_maps
Jägarfamiljens Kennel,Nyköping,Södermanlands län,jagarfamiljenskennel@gmail.com,http://jagarfamiljens.se,http://www.facebook.com/J%C3%A4garfamiljens-Kennel-287720738049430,google_maps
FREIJAHUSETS KENNEL,Nyköping,Södermanlands län,,,,google_maps
Kennel Three Pines,Nyköping,Södermanlands län,,http://www.kennelthreepines.com/15/8/kontakt,,google_maps
Kennel Fornix,Katrineholm,Södermanlands län,,,,google_maps
My’s Stuteri och Kennel AB,Björkvik,Södermanlands län,,http://www.mysstuteriochkennel.se,,google_maps
Gullvivebacken's kennel,Enhörna,Södermanlands län,sara.palonen77@gmail.com,https://kennelsida.wixsite.com/gullvivebackens,,google_maps
Kennel Kemppi´s,Strängnäs,Södermanlands län,asa.kemppi@gmail.com,http://www.kemppis.se/empty_7.html,,google_maps
Strängnäs Lokala Kennelklubb,Strängnäs,Södermanlands län,info@slkk.se,http://www.slkk.se,https://www.facebook.com/StrangnasLokalaKennelklubb,google_maps
Kennel Happy Queens,Motala,Östergötlands län,,http://www.kennelhappyqueens.com,,google_maps
Rosettasweets Kennel,Motala,Östergötlands län,,,,google_maps
Kennel Stenseiten,Motala,Östergötlands län,lapphund@stenseiten.se,http://www.stenseiten.se,,google_maps
Bernervillans Kennel,Finspång,Östergötlands län,,http://www.bernervillan.se,,google_maps
Husses Kennel,Finspång,Östergötlands län,,http://husses.se,,google_maps
Kennel World's Wildest,Mjölby,Östergötlands län,info@worldswildest.se,http://www.worldswildest.se,,google_maps
Kennel Poppi's,Värnamo,Jönköpings län,,http://www.kennelpoppis.se/Kontakt,,google_maps
Mölleskog kennel,Fryele,Jönköpings län,molleskogs@hotmail.com,http://www.molleskogskennel.se,,google_maps
Chapong´s Kennel,Värnamo,Jönköpings län,,,,google_maps
Kennel Nobis,Värnamo,Jönköpings län,,https://naviswbusiness.org/details/kennel-nobis-ChIJAQA,,google_maps
Kennel Breaking The Rules,Värnamo,Jönköpings län,,https://kennelbreakingtherules.com,,google_maps
Kennel Superioue's,Flisby,Jönköpings län,info@superioues.se,http://www.superioues.se,,google_maps
Lundholmens Kennel,Skogstorp,Jönköpings län,,,,google_maps
Hundpensionat Alex Kennel,Skåne-Tranås,Jönköpings län,,http://alexkennel.se,,google_maps
Björkebäcks kennel och hundpensionat,Tranås,Jönköpings län,,https://www.yourvismawebsite.com/bjorkebackens-kennel-hundpensionat/hundpensionat,,google_maps
"Astrid och lammen, Kennel Awayoflife",Tranås,Jönköpings län,,,,google_maps
Eskilsgårds Kennel,Hamneda,Kronobergs län,,,,google_maps
Småland-Ölands Kennelklubb,Lenhovda,Kronobergs län,info@smokk.se,http://www.smokk.se,https://www.facebook.com/smalandolands.kennelklubb,google_maps
Rågläntans Kennel,Alvesta,Kronobergs län,,http://raglantans.se,,google_maps
Blekinge Kennelklubb,Karlskrona,Blekinge län,,https://www.skk.se/bkk,,google_maps
Kennel Glädjeruset,Fridlevstad,Blekinge län,ebbasmatte77@gmail.com,https://www.kennelgladjeruset.se/kurser-workshops/kurs,http://www.facebook.com/ebbasmatte,google_maps
Kråkslottets Kennel,Rödeby,Blekinge län,,,,google_maps
Kennel Space,Rockneby,Blekinge län,,,,google_maps
Sköneviks Kennel,Ronneby,Blekinge län,,,,google_maps
Brixbäcks Kennel,Oskarshamn,Kalmar län,,https://www.brixback.se,https://facebook.com/profile.php,google_maps
Havslätts Kennel,Oskarshamn,Kalmar län,,,,google_maps
Västerviks Kennelklubb,Västervik,Kalmar län,,,,google_maps
Cavvastar’s kennel och hundtrim,Visby,Gotlands län,,https://www.facebook.com/profile.php,,google_maps
Fröken Saber: hundtrim och kennel,Visby,Gotlands län,frokensaraberg@gmail.com,https://www.alertandbrave.se,,google_maps
Shiragårdens Kennel,Kristinehamn Municipality,Värmlands län,,,,google_maps
Maloyals Kennel,Kristinehamn,Värmlands län,,,,google_maps
Kennel Lloyd-Willner,Kristinehamn,Värmlands län,,,,google_maps
Chosen Angels kennel,Kristinehamn,Värmlands län,,https://www.facebook.com/groups/45285723813,,google_maps
Kennel Barecho,Sandviken,Gävleborgs län,,http://www.barecho.com,,google_maps
hotsweets kennel,Söderhamn,Gävleborgs län,,,,google_maps
Kennel TufflaZ,Sandarne,Gävleborgs län,info@tufflaz.se,http://www.tufflaz.se,https://www.facebook.com/tufflaz,google_maps
Tokbäckens Kennel,Bollnäs,Gävleborgs län,,,,google_maps
Kennel Momabo's,Bollnäs,Gävleborgs län,iapudel@gmail.com,http://www.momabos.se,,google_maps
Jezzamynens kennel,Bollnäs,Gävleborgs län,,http://www.jezzamynens.se/kontakta,,google_maps
Flugdammens Eros Landseer Kennel,Bollnäs,Gävleborgs län,inga.malm@flugdammen.se,http://flugdammen.se/flugdammens%20Kennel.html,,google_maps
Hudiksvalls Kennelklubb,Hudiksvall,Gävleborgs län,info@hudiksvallskennelklubb.se,http://www.hudiksvallskennelklubb.se,,google_maps
Melody Club's kennel,Avesta,Dalarnas län,,,,google_maps
Kennel master of puppies,Avesta,Dalarnas län,,,,google_maps
Bländvita Kennel,Fjugesta,Jönköpings län,ida.otterholm@gmail.com,http://xn--blndvita-1za.se,https://facebook.com/138727210104503,google_maps
Kennel Snesslinge,Östhammar,Jönköpings län,kennelsnesslinge@gmail.com,http://kennelsnesslinge.se,https://www.facebook.com/kennelsnesslinge,google_maps
Kennel Gerfelli´s,Grillby,Dalarnas län,,,,google_maps
Järlemossens Kennel,Nora,Örebro län,,,,google_maps
Linlands Kennel,Bälinge,Örebro län,,,,google_maps
"Ideborgens Kennel, Hundvård & Hundpensionat",Köping,Västmanlands län,,,,google_maps
Kennel Puckings,Köping,Västmanlands län,,http://puckings.com,,google_maps
Köpings kennelklubb KAK,Kolsva,Västmanlands län,info@kopingskennelklubbkak.se,http://www.kopingskennelklubbkak.se,,google_maps
Kennel Merytyme,Sala,Västmanlands län,,,,google_maps
Kennel Blåtassen,Sala,Västmanlands län,,,,google_maps
Fagersta Kennelklubb,Fagersta,Västmanlands län,fagerstakk@hotmail.com,http://fagerstakk.se,,google_maps
kennel kätran,Kramfors,Västernorrlands län,,,,google_maps
kennel waytogo,Sollefteå,Västernorrlands län,,http://www.kennelwaytogo.se/sv-SE/kennel-wtg/kontakt-3125083,,google_maps
Kennel Fly High,Näsåker,Västernorrlands län,,,,google_maps
Försvarets hundtjänstenhet Avelsstation,Sollefteå,Västernorrlands län,,,,google_maps
Norrskenets Kennel,Själevad,Västerbottens län,,http://www.norrskenets.se/utstallning.html,,google_maps
Röjvallens Kennel,Lycksele,Västerbottens län,,,,google_maps
Hem /Norrskenets kennel,Junsele,Västerbottens län,,http://www.norrskenets.se,,google_maps
Kennel Arctic Arssarnerit,Skogså,Norrbottens län,,,,google_maps
Kennel Blåtiran,Boden,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps
Topforce kennel,Boden,Norrbottens län,,,,google_maps
Kennel Galactic Defender,Kiruna,Norrbottens län,galacticdefender@hotmail.com,http://www.galacticdefender.se/kenneln.html,,google_maps
Kennel Vet Point,Kiruna,Norrbottens län,,https://swedmapi.org/details/kennel-vet-point-ChIJKct,,google_maps
Kennel Request,Malmberget,Norrbottens län,,http://kennelrequest.se/updat_2019.htm,,google_maps
